Merchant,Category,Amount,User
Lidl,Groceries,11.32,136
Vodafone,Mobile Services,143.67,9
Bolt,Transport,240.15,71
Sky Mobile,Mobile Services,15.8,169
Thames Water,Utilities & Bills,133.6,172
Argos,Shopping,236.76,110
Amazon,Shopping,234.55,89
Primark,Shopping,35.2,112
EDF,Utilities & Bills,45.69,23
Iceland,Groceries,172.66,171
Argos,Shopping,232.37,43
Thames Water,Utilities & Bills,23.81,188
Giffgaff,Mobile Services,18.58,56
Morrisons,Groceries,106.35,68
EDF,Utilities & Bills,29.11,67
KFC,Food & Drink,139.72,24
Virgin Mobile,Mobile Services,125.15,197
Primark,Shopping,48.86,111
Costa,Food & Drink,148.99,45
Nando's,Food & Drink,231.0,114
Giffgaff,Mobile Services,163.63,147
Morrisons,Groceries,63.96,14
EDF,Utilities & Bills,60.04,193
Waitrose,Groceries,244.66,151
British Gas,Utilities & Bills,86.88,183
National Rail,Transport,184.23,33
Aldi,Groceries,202.02,126
ASOS,Shopping,174.55,98
Sky Mobile,Mobile Services,117.61,38
Spotify,Entertainment,249.15,16
National Rail,Transport,193.39,173
Thames Water,Utilities & Bills,43.89,85
KFC,Food & Drink,36.25,65
British Gas,Utilities & Bills,79.19,87
Waitrose,Groceries,107.51,158
Vue,Entertainment,90.71,149
Zara,Shopping,140.6,45
Bolt,Transport,21.94,47
Sainsbury's,Groceries,120.89,176
TFL,Transport,68.98,137
Apple Music,Entertainment,106.04,21
KFC,Food & Drink,154.48,77
Zara,Shopping,82.74,117
Uber,Transport,175.03,194
Argos,Shopping,6.58,134
Tesco,Groceries,64.43,134
Vue,Entertainment,148.28,168
Morrisons,Groceries,145.59,152
Sainsbury's,Groceries,180.03,116
Apple Music,Entertainment,67.14,1
Uber,Transport,10.53,126
Sainsbury's,Groceries,223.21,147
Sky Mobile,Mobile Services,154.85,182
Tesco,Groceries,145.17,147
Argos,Shopping,49.39,104
Virgin Mobile,Mobile Services,80.07,125
Apple Music,Entertainment,109.49,96
John Lewis,Shopping,26.51,10
EDF,Utilities & Bills,57.43,188
Uber,Transport,203.91,15
TFL,Transport,216.55,109
Argos,Shopping,233.52,16
Sky Mobile,Mobile Services,141.56,69
Giffgaff,Mobile Services,143.32,146
Virgin Mobile,Mobile Services,204.94,4
McDonald's,Food & Drink,181.44,95
John Lewis,Shopping,17.06,110
eBay,Shopping,67.77,99
Apple Music,Entertainment,11.03,164
Spotify,Entertainment,92.36,73
TFL,Transport,81.59,56
TFL,Transport,156.99,64
Giffgaff,Mobile Services,233.96,179
Netflix,Entertainment,42.21,20
TFL,Transport,37.03,130
ASOS,Shopping,109.91,106
Virgin Mobile,Mobile Services,94.91,99
Pret A Manger,Food & Drink,163.08,192
Vue,Entertainment,102.58,188
Iceland,Groceries,53.66,144
Primark,Shopping,199.79,183
Morrisons,Groceries,40.07,102
TFL,Transport,11.26,49
Zara,Shopping,70.52,179
Greggs,Food & Drink,151.99,83
Starbucks,Food & Drink,79.1,7
Sainsbury's,Groceries,192.34,153
Thames Water,Utilities & Bills,28.89,134
Netflix,Entertainment,18.17,174
Sainsbury's,Groceries,64.67,126
Greggs,Food & Drink,201.59,166
Vue,Entertainment,238.33,21
Thames Water,Utilities & Bills,62.73,59
Aldi,Groceries,75.91,59
Giffgaff,Mobile Services,246.71,157
Vodafone,Mobile Services,171.04,196
Waitrose,Groceries,161.4,104
Sky Mobile,Mobile Services,240.07,199
TFL,Transport,46.23,75
McDonald's,Food & Drink,160.83,63
Uber,Transport,130.22,127
John Lewis,Shopping,199.3,48
Aldi,Groceries,233.8,99
Bolt,Transport,169.4,61
Sky Mobile,Mobile Services,220.42,24
TFL,Transport,154.94,79
Virgin Mobile,Mobile Services,90.7,50
TFL,Transport,71.29,131
British Gas,Utilities & Bills,216.55,98
Spotify,Entertainment,138.34,1
Burger King,Food & Drink,67.63,78
ASOS,Shopping,132.53,199
Apple Music,Entertainment,106.89,14
Iceland,Groceries,121.13,101
EDF,Utilities & Bills,150.86,93
Uber,Transport,105.62,22
Lidl,Groceries,205.96,122
John Lewis,Shopping,117.22,186
Virgin Mobile,Mobile Services,233.05,167
Burger King,Food & Drink,151.03,69
Spotify,Entertainment,5.4,51
ASOS,Shopping,55.04,197
Starbucks,Food & Drink,30.82,107
Bolt,Transport,211.75,22
Nando's,Food & Drink,189.45,110
Argos,Shopping,182.08,127
Amazon,Shopping,34.19,4
Disney+,Entertainment,22.89,59
Primark,Shopping,62.45,183
National Rail,Transport,248.61,34
Virgin Mobile,Mobile Services,51.52,56
ASOS,Shopping,24.89,182
Netflix,Entertainment,113.82,39
Disney+,Entertainment,219.98,146
Virgin Mobile,Mobile Services,7.43,98
Greggs,Food & Drink,247.27,146
Nando's,Food & Drink,189.87,193
Bolt,Transport,102.67,114
Lidl,Groceries,178.06,78
John Lewis,Shopping,84.84,42
Waitrose,Groceries,9.48,20
Iceland,Groceries,248.01,182
Amazon,Shopping,62.22,175
Sky Mobile,Mobile Services,109.9,185
Vodafone,Mobile Services,107.26,30
Vue,Entertainment,226.8,157
Tesco,Groceries,136.58,193
Virgin Mobile,Mobile Services,19.76,122
eBay,Shopping,83.5,110
British Gas,Utilities & Bills,160.55,147
Primark,Shopping,10.09,114
Netflix,Entertainment,206.21,198
Netflix,Entertainment,239.08,21
Spotify,Entertainment,112.82,54
KFC,Food & Drink,33.31,100
KFC,Food & Drink,227.75,121
Morrisons,Groceries,245.29,181
Vodafone,Mobile Services,75.8,46
Spotify,Entertainment,189.86,16
Vodafone,Mobile Services,174.36,10
McDonald's,Food & Drink,114.56,140
Octopus Energy,Utilities & Bills,186.17,84
eBay,Shopping,33.96,58
British Gas,Utilities & Bills,97.45,45
Zara,Shopping,237.95,135
Vodafone,Mobile Services,242.56,97
Vodafone,Mobile Services,48.88,192
Tesco,Groceries,177.96,130
Virgin Mobile,Mobile Services,31.63,87
British Gas,Utilities & Bills,122.05,157
Pret A Manger,Food & Drink,158.78,87
Disney+,Entertainment,115.32,169
Sky Mobile,Mobile Services,222.43,32
Virgin Mobile,Mobile Services,231.4,105
ASOS,Shopping,81.86,6
Virgin Mobile,Mobile Services,41.38,158
Uber,Transport,98.62,97
Pret A Manger,Food & Drink,63.18,170
Aldi,Groceries,152.23,41
Virgin Mobile,Mobile Services,206.88,64
British Gas,Utilities & Bills,201.23,130
Vodafone,Mobile Services,131.74,13
Giffgaff,Mobile Services,172.55,22
Virgin Mobile,Mobile Services,82.44,74
ASOS,Shopping,93.3,117
EDF,Utilities & Bills,24.74,168
Thames Water,Utilities & Bills,138.27,57
KFC,Food & Drink,123.55,62
Primark,Shopping,231.88,117
KFC,Food & Drink,147.48,186
Lidl,Groceries,138.94,183
Disney+,Entertainment,135.97,18
KFC,Food & Drink,78.86,45
Starbucks,Food & Drink,96.16,177
Spotify,Entertainment,238.26,148
Sky Mobile,Mobile Services,18.36,79
Morrisons,Groceries,58.06,19
Greggs,Food & Drink,124.41,154
Burger King,Food & Drink,240.58,82
Vue,Entertainment,91.15,42
Tesco,Groceries,78.31,76
Zara,Shopping,182.65,49
Virgin Mobile,Mobile Services,94.0,52
Uber,Transport,152.34,46
Thames Water,Utilities & Bills,202.25,189
Octopus Energy,Utilities & Bills,114.26,25
Burger King,Food & Drink,170.07,186
Spotify,Entertainment,156.71,148
Giffgaff,Mobile Services,58.69,154
Burger King,Food & Drink,76.52,26
ASOS,Shopping,98.22,195
National Rail,Transport,180.21,2
Thames Water,Utilities & Bills,121.4,140
Greggs,Food & Drink,136.23,78
Octopus Energy,Utilities & Bills,168.35,149
National Rail,Transport,5.23,66
Starbucks,Food & Drink,92.7,23
eBay,Shopping,38.9,130
National Rail,Transport,183.39,131
Vodafone,Mobile Services,176.71,100
Thames Water,Utilities & Bills,80.81,44
Apple Music,Entertainment,224.86,22
Greggs,Food & Drink,211.32,117
Morrisons,Groceries,141.1,19
Thames Water,Utilities & Bills,218.06,107
Vue,Entertainment,171.69,143
Sainsbury's,Groceries,186.27,181
Netflix,Entertainment,160.65,93
EDF,Utilities & Bills,131.93,72
Netflix,Entertainment,142.14,72
KFC,Food & Drink,185.99,119
British Gas,Utilities & Bills,181.22,140
Thames Water,Utilities & Bills,27.72,34
Argos,Shopping,182.89,145
Iceland,Groceries,203.84,1
TFL,Transport,152.14,141
Costa,Food & Drink,179.39,121
Bolt,Transport,183.27,130
Uber,Transport,181.68,6
Vue,Entertainment,124.37,185
Vodafone,Mobile Services,125.0,8
Pret A Manger,Food & Drink,38.41,10
Spotify,Entertainment,68.08,36
Disney+,Entertainment,111.88,14
Octopus Energy,Utilities & Bills,72.8,149
Bolt,Transport,22.08,20
Sky Mobile,Mobile Services,75.53,154
Octopus Energy,Utilities & Bills,13.99,44
Thames Water,Utilities & Bills,213.79,190
Burger King,Food & Drink,140.44,38
Sainsbury's,Groceries,169.83,149
EDF,Utilities & Bills,73.93,39
John Lewis,Shopping,196.84,57
National Rail,Transport,212.19,42
Sainsbury's,Groceries,128.7,180
KFC,Food & Drink,245.39,25
Morrisons,Groceries,13.93,180
British Gas,Utilities & Bills,33.9,64
Vodafone,Mobile Services,236.23,2
Nando's,Food & Drink,108.32,84
Waitrose,Groceries,146.52,146
Octopus Energy,Utilities & Bills,82.31,125
Thames Water,Utilities & Bills,61.68,87
Uber,Transport,241.74,186
Greggs,Food & Drink,131.57,13
Primark,Shopping,212.8,94
Sainsbury's,Groceries,190.66,54
Primark,Shopping,231.54,53
Argos,Shopping,228.64,5
Burger King,Food & Drink,20.65,83
Vue,Entertainment,213.75,123
Costa,Food & Drink,189.18,130
Aldi,Groceries,241.1,77
Spotify,Entertainment,24.53,135
Costa,Food & Drink,146.04,16
Vodafone,Mobile Services,187.81,73
Giffgaff,Mobile Services,136.65,74
Uber,Transport,71.53,110
Nando's,Food & Drink,54.44,127
Vodafone,Mobile Services,103.58,99
Sky Mobile,Mobile Services,50.09,85
EDF,Utilities & Bills,56.21,108
McDonald's,Food & Drink,14.88,85
Apple Music,Entertainment,113.49,168
Vue,Entertainment,54.87,189
Vodafone,Mobile Services,210.46,159
Disney+,Entertainment,13.44,140
McDonald's,Food & Drink,78.94,97
Uber,Transport,136.9,182
Bolt,Transport,157.19,99
Disney+,Entertainment,234.17,77
Virgin Mobile,Mobile Services,124.59,58
British Gas,Utilities & Bills,234.85,68
Netflix,Entertainment,57.71,105
Vue,Entertainment,55.18,121
Virgin Mobile,Mobile Services,81.03,83
British Gas,Utilities & Bills,54.85,4
Virgin Mobile,Mobile Services,16.51,36
Zara,Shopping,97.41,164
Vue,Entertainment,161.89,53
Pret A Manger,Food & Drink,237.18,63
Zara,Shopping,72.13,4
Netflix,Entertainment,37.67,178
Vodafone,Mobile Services,60.94,76
Uber,Transport,75.86,1
Vodafone,Mobile Services,91.93,112
Waitrose,Groceries,217.06,174
Burger King,Food & Drink,42.18,49
Octopus Energy,Utilities & Bills,199.94,132
John Lewis,Shopping,105.63,199
Virgin Mobile,Mobile Services,233.82,126
Sky Mobile,Mobile Services,95.22,168
Waitrose,Groceries,127.98,177
Bolt,Transport,147.61,111
Vue,Entertainment,116.94,192
Thames Water,Utilities & Bills,121.49,195
EDF,Utilities & Bills,25.39,124
Primark,Shopping,139.68,56
TFL,Transport,219.13,186
Virgin Mobile,Mobile Services,141.63,151
National Rail,Transport,130.59,145
McDonald's,Food & Drink,215.18,158
Disney+,Entertainment,48.04,164
National Rail,Transport,196.11,109
TFL,Transport,7.34,117
TFL,Transport,235.28,69
Virgin Mobile,Mobile Services,116.9,41
Apple Music,Entertainment,115.31,10
British Gas,Utilities & Bills,246.01,179
Netflix,Entertainment,181.51,78
Apple Music,Entertainment,24.41,145
Disney+,Entertainment,37.94,52
Vue,Entertainment,11.64,50
ASOS,Shopping,191.66,97
EDF,Utilities & Bills,199.04,36
Greggs,Food & Drink,100.36,6
Amazon,Shopping,197.37,21
TFL,Transport,19.02,116
Bolt,Transport,73.28,156
Apple Music,Entertainment,147.06,198
ASOS,Shopping,206.79,97
ASOS,Shopping,18.47,21
Tesco,Groceries,114.65,153
Giffgaff,Mobile Services,130.06,55
National Rail,Transport,33.26,98
Vue,Entertainment,68.38,87
Amazon,Shopping,158.18,19
Morrisons,Groceries,144.69,42
Pret A Manger,Food & Drink,136.7,17
Morrisons,Groceries,135.86,62
TFL,Transport,184.62,167
McDonald's,Food & Drink,239.18,199
Zara,Shopping,104.38,173
Bolt,Transport,36.66,158
National Rail,Transport,152.8,196
Iceland,Groceries,77.38,170
John Lewis,Shopping,154.78,17
Thames Water,Utilities & Bills,205.21,23
Amazon,Shopping,90.0,9
Vodafone,Mobile Services,123.62,163
British Gas,Utilities & Bills,88.81,76
Uber,Transport,50.94,109
Argos,Shopping,68.91,59
British Gas,Utilities & Bills,130.22,146
Thames Water,Utilities & Bills,144.94,18
Morrisons,Groceries,218.77,82
National Rail,Transport,147.86,162
Vodafone,Mobile Services,27.65,38
Morrisons,Groceries,147.4,200
Sky Mobile,Mobile Services,239.74,133
Thames Water,Utilities & Bills,174.08,167
National Rail,Transport,113.64,194
Iceland,Groceries,173.5,23
Uber,Transport,17.66,68
Vodafone,Mobile Services,39.05,135
Zara,Shopping,125.3,133
Bolt,Transport,6.67,124
TFL,Transport,105.72,74
Virgin Mobile,Mobile Services,162.05,17
TFL,Transport,171.91,119
Burger King,Food & Drink,125.56,45
Pret A Manger,Food & Drink,56.69,44
Virgin Mobile,Mobile Services,204.62,101
KFC,Food & Drink,58.31,86
Pret A Manger,Food & Drink,22.8,76
Netflix,Entertainment,156.96,120
Greggs,Food & Drink,26.94,88
Primark,Shopping,57.32,69
Starbucks,Food & Drink,58.28,21
Thames Water,Utilities & Bills,218.54,3
Uber,Transport,79.3,176
British Gas,Utilities & Bills,70.36,108
ASOS,Shopping,215.29,78
Vue,Entertainment,162.9,164
John Lewis,Shopping,160.73,2
ASOS,Shopping,105.25,52
TFL,Transport,217.23,22
Sky Mobile,Mobile Services,203.85,188
Greggs,Food & Drink,183.12,84
Sky Mobile,Mobile Services,17.88,57
Apple Music,Entertainment,154.37,120
Starbucks,Food & Drink,102.21,118
Vue,Entertainment,121.24,5
Pret A Manger,Food & Drink,181.94,117
Costa,Food & Drink,180.04,67
Sky Mobile,Mobile Services,115.07,66
EDF,Utilities & Bills,35.53,20
Argos,Shopping,68.24,153
TFL,Transport,78.0,45
Iceland,Groceries,178.37,91
Octopus Energy,Utilities & Bills,78.94,84
Zara,Shopping,162.76,93
Netflix,Entertainment,163.37,22
Nando's,Food & Drink,66.69,18
Octopus Energy,Utilities & Bills,24.95,64
Nando's,Food & Drink,37.69,176
Bolt,Transport,58.98,16
Octopus Energy,Utilities & Bills,40.65,156
Burger King,Food & Drink,168.4,59
Spotify,Entertainment,217.66,45
National Rail,Transport,162.56,94
McDonald's,Food & Drink,17.08,128
Virgin Mobile,Mobile Services,225.36,187
EDF,Utilities & Bills,236.03,53
Vodafone,Mobile Services,179.04,95
Tesco,Groceries,233.43,182
Disney+,Entertainment,88.54,4
British Gas,Utilities & Bills,198.33,29
TFL,Transport,11.04,186
Waitrose,Groceries,59.64,39
Virgin Mobile,Mobile Services,244.02,91
TFL,Transport,171.83,123
Zara,Shopping,36.45,159
TFL,Transport,193.13,43
Thames Water,Utilities & Bills,14.79,51
Costa,Food & Drink,20.74,192
McDonald's,Food & Drink,215.29,162
Bolt,Transport,232.5,10
Greggs,Food & Drink,102.5,85
Zara,Shopping,243.28,177
Sainsbury's,Groceries,167.14,189
Apple Music,Entertainment,176.39,26
Vue,Entertainment,30.12,144
Vue,Entertainment,218.08,95
Vue,Entertainment,23.86,182
Iceland,Groceries,127.75,62
Iceland,Groceries,210.52,139
ASOS,Shopping,169.56,21
Iceland,Groceries,206.02,192
National Rail,Transport,211.71,31
Starbucks,Food & Drink,134.13,9
Virgin Mobile,Mobile Services,190.38,29
Thames Water,Utilities & Bills,218.06,109
EDF,Utilities & Bills,18.97,151
ASOS,Shopping,9.29,156
British Gas,Utilities & Bills,205.78,73
Zara,Shopping,248.72,90
Vue,Entertainment,68.8,72
Giffgaff,Mobile Services,170.43,135
Greggs,Food & Drink,74.53,58
Octopus Energy,Utilities & Bills,170.67,117
Tesco,Groceries,23.97,170
Uber,Transport,30.88,67
EDF,Utilities & Bills,83.97,53
Costa,Food & Drink,177.3,87
Greggs,Food & Drink,169.84,148
Vodafone,Mobile Services,75.1,65
Amazon,Shopping,110.84,117
Uber,Transport,147.05,3
British Gas,Utilities & Bills,48.09,192
Uber,Transport,229.13,193
Virgin Mobile,Mobile Services,190.95,28
National Rail,Transport,55.99,59
John Lewis,Shopping,62.06,144
Giffgaff,Mobile Services,90.94,193
Virgin Mobile,Mobile Services,80.82,43
Vue,Entertainment,45.53,75
Costa,Food & Drink,77.23,178
Sky Mobile,Mobile Services,66.82,3
TFL,Transport,220.29,161
Disney+,Entertainment,227.21,199
National Rail,Transport,115.96,164
Uber,Transport,78.89,56
Iceland,Groceries,27.79,183
Argos,Shopping,130.75,69
Iceland,Groceries,115.83,109
Uber,Transport,28.91,164
National Rail,Transport,63.03,178
Argos,Shopping,136.63,21
National Rail,Transport,18.4,47
Giffgaff,Mobile Services,14.56,85
Primark,Shopping,144.53,73
Virgin Mobile,Mobile Services,88.73,2
National Rail,Transport,170.2,59
John Lewis,Shopping,60.44,186
Sky Mobile,Mobile Services,200.65,41
Waitrose,Groceries,228.0,144
National Rail,Transport,124.86,14
Vodafone,Mobile Services,81.04,81
Costa,Food & Drink,115.07,171
ASOS,Shopping,219.31,137
Amazon,Shopping,121.15,146
eBay,Shopping,228.49,125
Burger King,Food & Drink,90.63,134
McDonald's,Food & Drink,171.74,4
Costa,Food & Drink,40.79,172
Vodafone,Mobile Services,234.18,131
Sainsbury's,Groceries,151.03,64
EDF,Utilities & Bills,147.0,186
Vodafone,Mobile Services,205.82,57
EDF,Utilities & Bills,69.97,97
National Rail,Transport,229.37,44
Greggs,Food & Drink,159.39,69
Giffgaff,Mobile Services,241.27,32
eBay,Shopping,132.82,114
Uber,Transport,204.91,185
Netflix,Entertainment,88.85,62
Iceland,Groceries,131.07,179
Spotify,Entertainment,38.74,137
McDonald's,Food & Drink,40.19,172
Vodafone,Mobile Services,197.69,96
McDonald's,Food & Drink,211.52,58
Greggs,Food & Drink,154.73,56
Morrisons,Groceries,93.5,30
Sky Mobile,Mobile Services,93.58,55
Lidl,Groceries,13.43,57
Thames Water,Utilities & Bills,110.86,43
Bolt,Transport,223.3,194
Morrisons,Groceries,228.0,146
Spotify,Entertainment,27.92,46
Bolt,Transport,72.9,114
Morrisons,Groceries,47.33,30
Starbucks,Food & Drink,239.98,115
National Rail,Transport,216.63,5
Morrisons,Groceries,9.68,155
Pret A Manger,Food & Drink,116.57,128
Costa,Food & Drink,188.88,188
Amazon,Shopping,113.46,97
Vodafone,Mobile Services,204.22,26
National Rail,Transport,63.0,117
Netflix,Entertainment,106.83,22
Giffgaff,Mobile Services,12.15,107
Giffgaff,Mobile Services,124.54,117
Octopus Energy,Utilities & Bills,92.89,39
Argos,Shopping,113.17,166
Starbucks,Food & Drink,217.89,50
Octopus Energy,Utilities & Bills,181.08,155
Primark,Shopping,52.12,190
Disney+,Entertainment,229.14,150
Octopus Energy,Utilities & Bills,124.27,140
Iceland,Groceries,138.02,151
Vodafone,Mobile Services,29.29,141
Netflix,Entertainment,49.5,183
Tesco,Groceries,45.32,130
ASOS,Shopping,233.73,186
Pret A Manger,Food & Drink,131.73,120
Iceland,Groceries,92.9,192
John Lewis,Shopping,31.82,103
Primark,Shopping,240.74,67
Tesco,Groceries,180.8,197
John Lewis,Shopping,6.19,29
Greggs,Food & Drink,24.26,130
Apple Music,Entertainment,104.69,24
Iceland,Groceries,184.49,58
EDF,Utilities & Bills,63.55,143
TFL,Transport,62.41,43
Starbucks,Food & Drink,241.57,64
Sainsbury's,Groceries,70.87,66
British Gas,Utilities & Bills,207.23,26
Vue,Entertainment,164.28,25
ASOS,Shopping,157.52,90
Starbucks,Food & Drink,157.82,149
Amazon,Shopping,103.09,106
Iceland,Groceries,132.46,44
National Rail,Transport,224.9,127
Sainsbury's,Groceries,234.44,76
Vodafone,Mobile Services,58.19,46
British Gas,Utilities & Bills,213.28,137
Vue,Entertainment,49.81,91
Argos,Shopping,136.71,161
Virgin Mobile,Mobile Services,102.92,115
National Rail,Transport,15.92,87
Argos,Shopping,176.83,27
Sainsbury's,Groceries,168.16,21
McDonald's,Food & Drink,238.56,85
Spotify,Entertainment,127.25,38
Bolt,Transport,35.77,121
Burger King,Food & Drink,84.24,67
Amazon,Shopping,47.23,13
Aldi,Groceries,153.91,57
Waitrose,Groceries,132.0,5
Burger King,Food & Drink,70.23,185
Virgin Mobile,Mobile Services,205.37,53
TFL,Transport,55.6,104
EDF,Utilities & Bills,37.46,178
National Rail,Transport,204.68,116
Uber,Transport,214.05,39
eBay,Shopping,229.8,112
Vodafone,Mobile Services,36.58,128
McDonald's,Food & Drink,240.4,15
Uber,Transport,161.6,169
KFC,Food & Drink,201.55,146
Vodafone,Mobile Services,150.43,60
Vodafone,Mobile Services,115.56,29
Giffgaff,Mobile Services,30.92,177
Amazon,Shopping,51.96,23
John Lewis,Shopping,237.82,142
Spotify,Entertainment,148.18,181
Vodafone,Mobile Services,120.62,151
Octopus Energy,Utilities & Bills,18.58,18
Amazon,Shopping,233.96,182
John Lewis,Shopping,63.39,120
Disney+,Entertainment,86.84,196
Costa,Food & Drink,194.43,11
Sainsbury's,Groceries,46.78,127
Zara,Shopping,84.17,16
Thames Water,Utilities & Bills,78.13,21
Pret A Manger,Food & Drink,97.45,17
eBay,Shopping,117.15,148
Argos,Shopping,23.77,181
Vue,Entertainment,124.87,103
Zara,Shopping,143.12,198
Disney+,Entertainment,147.94,26
eBay,Shopping,172.41,199
British Gas,Utilities & Bills,182.06,59
Giffgaff,Mobile Services,36.03,17
Thames Water,Utilities & Bills,62.42,186
Vue,Entertainment,97.18,32
Bolt,Transport,36.17,37
Starbucks,Food & Drink,166.43,64
Bolt,Transport,169.65,158
Spotify,Entertainment,5.96,191
Morrisons,Groceries,217.0,100
British Gas,Utilities & Bills,33.21,15
Sky Mobile,Mobile Services,97.11,29
Pret A Manger,Food & Drink,23.98,130
TFL,Transport,161.4,50
British Gas,Utilities & Bills,213.12,115
Aldi,Groceries,93.61,123
Vue,Entertainment,196.87,183
Octopus Energy,Utilities & Bills,11.73,137
Waitrose,Groceries,147.04,67
Spotify,Entertainment,171.59,25
Disney+,Entertainment,182.22,48
EDF,Utilities & Bills,42.92,50
Giffgaff,Mobile Services,222.74,78
Amazon,Shopping,246.71,101
Disney+,Entertainment,79.14,200
Tesco,Groceries,18.35,43
Virgin Mobile,Mobile Services,221.96,67
National Rail,Transport,145.06,66
Nando's,Food & Drink,150.41,81
Virgin Mobile,Mobile Services,242.68,172
EDF,Utilities & Bills,8.85,70
Iceland,Groceries,67.92,88
Disney+,Entertainment,249.96,24
Argos,Shopping,211.34,57
Aldi,Groceries,154.68,199
Giffgaff,Mobile Services,230.41,163
Uber,Transport,232.03,123
Burger King,Food & Drink,103.55,24
Burger King,Food & Drink,35.21,200
TFL,Transport,233.26,49
Burger King,Food & Drink,132.45,63
Virgin Mobile,Mobile Services,42.1,7
Vodafone,Mobile Services,51.64,190
Vodafone,Mobile Services,16.57,53
Burger King,Food & Drink,246.55,108
Zara,Shopping,125.85,197
Aldi,Groceries,47.75,148
Aldi,Groceries,164.43,67
Sky Mobile,Mobile Services,168.13,199
Octopus Energy,Utilities & Bills,138.31,58
John Lewis,Shopping,153.65,48
Disney+,Entertainment,7.59,78
Uber,Transport,118.63,119
Vodafone,Mobile Services,85.3,74
Vodafone,Mobile Services,139.72,28
Vue,Entertainment,209.89,161
Pret A Manger,Food & Drink,213.63,3
Netflix,Entertainment,118.2,176
Greggs,Food & Drink,245.45,107
Aldi,Groceries,161.36,2
Zara,Shopping,21.08,183
Spotify,Entertainment,153.66,6
TFL,Transport,207.58,147
Tesco,Groceries,179.83,33
Thames Water,Utilities & Bills,39.7,17
Thames Water,Utilities & Bills,241.81,98
Zara,Shopping,100.41,199
Giffgaff,Mobile Services,248.19,25
Aldi,Groceries,169.65,174
Burger King,Food & Drink,9.34,176
Sky Mobile,Mobile Services,159.64,46
Thames Water,Utilities & Bills,113.57,92
KFC,Food & Drink,152.27,127
Amazon,Shopping,133.44,52
Thames Water,Utilities & Bills,82.53,33
Uber,Transport,182.27,149
McDonald's,Food & Drink,25.67,6
Tesco,Groceries,93.2,20
Zara,Shopping,24.96,10
Amazon,Shopping,82.28,139
Bolt,Transport,17.91,177
John Lewis,Shopping,99.66,164
Giffgaff,Mobile Services,64.57,56
eBay,Shopping,117.87,30
National Rail,Transport,30.78,180
Virgin Mobile,Mobile Services,207.01,196
National Rail,Transport,217.71,75
Argos,Shopping,178.89,103
TFL,Transport,14.19,55
Virgin Mobile,Mobile Services,114.46,90
Amazon,Shopping,230.31,77
Sky Mobile,Mobile Services,20.9,152
Uber,Transport,137.69,159
Disney+,Entertainment,147.63,155
Sky Mobile,Mobile Services,128.36,33
Bolt,Transport,167.68,23
British Gas,Utilities & Bills,133.81,85
Apple Music,Entertainment,242.13,107
EDF,Utilities & Bills,47.55,43
John Lewis,Shopping,65.43,71
Thames Water,Utilities & Bills,141.53,109
Giffgaff,Mobile Services,209.13,86
Thames Water,Utilities & Bills,106.35,91
eBay,Shopping,39.42,112
Octopus Energy,Utilities & Bills,213.02,136
Vodafone,Mobile Services,214.95,113
Iceland,Groceries,54.86,20
John Lewis,Shopping,133.06,136
Octopus Energy,Utilities & Bills,130.46,105
Bolt,Transport,56.03,188
TFL,Transport,102.03,73
Virgin Mobile,Mobile Services,222.05,96
Zara,Shopping,191.67,6
Greggs,Food & Drink,118.99,163
Burger King,Food & Drink,148.75,62
Disney+,Entertainment,99.88,89
Octopus Energy,Utilities & Bills,49.31,159
Sainsbury's,Groceries,221.0,76
Spotify,Entertainment,156.38,148
Netflix,Entertainment,238.83,182
Octopus Energy,Utilities & Bills,10.15,123
TFL,Transport,53.56,37
Costa,Food & Drink,242.36,104
Zara,Shopping,75.6,172
Costa,Food & Drink,249.23,113
Octopus Energy,Utilities & Bills,127.3,56
Virgin Mobile,Mobile Services,155.78,131
Iceland,Groceries,172.87,113
National Rail,Transport,173.09,17
Sainsbury's,Groceries,124.25,146
Spotify,Entertainment,92.37,62
Tesco,Groceries,192.76,160
Pret A Manger,Food & Drink,163.64,123
eBay,Shopping,164.24,101
eBay,Shopping,188.66,40
Waitrose,Groceries,123.21,64
Morrisons,Groceries,52.74,200
Greggs,Food & Drink,98.98,39
Amazon,Shopping,152.93,138
Virgin Mobile,Mobile Services,63.36,49
Uber,Transport,37.01,24
Giffgaff,Mobile Services,40.58,93
British Gas,Utilities & Bills,24.62,122
Tesco,Groceries,25.77,191
National Rail,Transport,142.11,141
Sky Mobile,Mobile Services,172.38,167
Primark,Shopping,12.46,75
Giffgaff,Mobile Services,62.06,141
Virgin Mobile,Mobile Services,56.31,57
Sainsbury's,Groceries,60.29,75
Disney+,Entertainment,240.15,167
Apple Music,Entertainment,249.65,172
TFL,Transport,24.6,136
Apple Music,Entertainment,140.88,198
Disney+,Entertainment,23.48,103
Iceland,Groceries,127.42,107
Virgin Mobile,Mobile Services,153.71,186
EDF,Utilities & Bills,141.94,61
Bolt,Transport,126.23,153
Zara,Shopping,169.63,6
Costa,Food & Drink,113.31,193
Apple Music,Entertainment,148.49,52
Sainsbury's,Groceries,11.34,31
Tesco,Groceries,17.97,93
Uber,Transport,220.95,145
EDF,Utilities & Bills,50.03,86
Spotify,Entertainment,92.27,149
Apple Music,Entertainment,88.58,154
Sky Mobile,Mobile Services,6.44,14
Uber,Transport,24.08,144
